"iata_code"	"icao_code"	"name_rus"	"city_rus"	"country_rus"	"latitude"	"longitude"	"tags"
"EUX"	"TNCE"			"Нидерланды"	"17.496492"	"-62.979439"	
"MSB"				"Нидерланды"	"18.033"	"-63.100"	
"SFG"	"TFFG"			"Нидерланды"	"18.100556"	"-63.048889"	
"SXM"	"TNCM"			"Нидерланды"	"18.040953"	"-63.108900"	
"UDE"	"EHVK"			"Нидерланды"	"51.656389"	"5.708611"	
"MGA"	"MNMG"			"Никарагуа"	"12.141494"	"-86.168178"	
"RFS"	"LIED"			"Никарагуа"	0	0	
"WSP"	"MNWP"			"Никарагуа"	"14.733"	"-83.967"	
"KKE"	"NZKK"			"Новая Зеландия"	"-35.262778"	"173.911944"	
"OHA"	"NZOH"			"Новая Зеландия"	"-40.206667"	"175.386944"	
"RAG"	"NZRA"			"Новая Зеландия"	"-37.804722"	"174.860000"	
"TKZ"	"NZTO"			"Новая Зеландия"	"-38.236667"	"175.891944"	
"TMZ"	"NZTH"			"Новая Зеландия"	"-37.156667"	"175.550278"	
"WIR"	"NZWO"			"Новая Зеландия"	"-39.006944"	"177.406667"	
"WTZ"	"NZWT"			"Новая Зеландия"	"-36.831667"	"175.678611"	
"BMY"	"NWWC"			"Новая Каледония"	"-19.720556"	"163.661111"	
"GEA"	"NWWM"			"Новая Каледония"	"-22.258333"	"166.472778"	
"HLU"	"NWWH"			"Новая Каледония"	"-21.256389"	"165.617500"	
"ILP"	"NWWE"			"Новая Каледония"	"-22.588889"	"167.455833"	
"IOU"	"NWWO"			"Новая Каледония"	"-22.460000"	"166.782500"	
"LIF"	"NWWL"			"Новая Каледония"	"-20.775000"	"167.239722"	
"MEE"	"NWWR"			"Новая Каледония"	"-21.481678"	"168.037508"	
"NOU"	"NWWW"			"Новая Каледония"	"-22.016389"	"166.216111"	
"PUV"	"NWWP"			"Новая Каледония"	"-20.289167"	"164.099444"	
"UVE"	"NWWV"			"Новая Каледония"	"-20.640556"	"166.572778"	
"AES"	"ENAL"	"Вигра"		"Норвегия"	"62.560372"	"6.110164"	
"AHC"	"KAHC"			"Норвегия"	"40.265918"	"-120.150613"	
"BXF"	"VOML"			"Норвегия"	"64.233333333333"	"12.5"	
"DGN"	"KNDY"			"Норвегия"	"38.332878"	"-77.037011"	
"ERO"				"Норвегия"	"58.971059"	"-135.237382"	
"EVE"	"ENEV"	"Харстад-Нарвик"		"Норвегия"	"68.491300"	"16.678108"	
"HOV"	"ENOV"	"Ховден"		"Норвегия"	"62.183"	"6.067"	
"LKL"	"ENNA"			"Норвегия"	"70.068814"	"24.973489"	
"MQG"	"KLAS"			"Норвегия"	"62.366666666667"	"6.4333333333333"	
"MQN"	"ENRA"			"Норвегия"	"66.363889"	"14.301389"	
"QFK"				"Норвегия"	"62.049166666667"	"5.3480555555556"	
"RET"	"ENRS"			"Норвегия"	"67.527778"	"12.103333"	
"RVK"	"ENRM"			"Норвегия"	"64.838333"	"11.146111"	
"SDN"	"ENSD"			"Норвегия"	"61.830000"	"6.109444"	
"SKN"	"ENSK"	"Скаген"		"Норвегия"	"68.580833"	"15.026111"	
"SXW"				"Норвегия"	"-5.967"	"148.950"	
"SYG"	"KPHX"			"Норвегия"	78	20	
"TRF"	"ENTO"	"Сандефьорд"		"Норвегия"	"59.186703"	"10.258628"	
"VAW"	"ENSS"			"Норвегия"	"70.355392"	"31.044889"	
"FJR"	"OMFJ"			"ОАЭ"	"25.112225"	"56.323964"	
"NHD"	"OMDM"			"ОАЭ"	"25.026819"	"55.366244"	
"IOM"	"EGNS"			"Остров Мэн"	"54.083333"	"-4.623889"	
"XCH"	"YPXM"			"Остров Рождества"	"-10.450556"	"105.690278"	
"ASI"	"FHAW"			"Остров святой Елены"	"-7.969597"	"-14.393664"	
"AIU"	"NCAT"			"Острова Кука"	"-19.967778"	"-158.119167"	
"MGS"	"NCMG"			"Острова Кука"	"-21.895556"	"-157.905278"	
"MOI"	"NCMR"			"Острова Кука"	"-19.842499"	"-157.703333"	
"MUK"	"NCMK"			"Острова Кука"	"-20.136111"	"-157.345278"	
"RAR"	"NCRG"			"Острова Кука"	"-21.202739"	"-159.805556"	
"WLS"	"NLWW"			"Острова Уоллис и Футуна"	"-13.238333"	"-176.198889"	
"AAW"	"OPAB"			"Пакистан"	"34.150"	"73.217"	
"ATG"	"SPAY"			"Пакистан"	"33.900"	"72.250"	
"DEA"	"OPDG"			"Пакистан"	"29.961011"	"70.485925"	
"ISB"	"OPRN"			"Пакистан"	"33.616653"	"73.099233"	
"KCF"	"WABB"			"Пакистан"	"27.166666666667"	"69.316666666667"	
"KHI"	"OPKC"			"Пакистан"	"24.906547"	"67.160797"	
"MBG"	"KMBG"			"Пакистан"	"45.546278"	"-100.406278"	
"MJD"	"OPMJ"			"Пакистан"	"27.335156"	"68.143053"	
"RZS"	"LFPG"			"Пакистан"	"33.640277777778"	"73.856944444444"	
"SWV"	"OPSP"			"Пакистан"	"27.950"	"68.633"	
"WNS"	"OPNH"			"Пакистан"	"26.219442"	"68.390053"	
"XJM"	"ZLSN"			"Пакистан"	"33.116666666667"	"73.65"	
"ROR"	"PTRO"			"Палау"	"7.367303"	"134.544277"	
"AML"				"Панама"	"8.268056"	"-82.864944"	
"BFQ"				"Панама"	"7.583"	"-78.200"	
"BOC"	"MPBO"			"Панама"	"9.340853"	"-82.250842"	
"CTD"	"MPCE"			"Панама"	"7.987836"	"-80.409739"	
"CZJ"				"Панама"	"9.433"	"-78.583"	
"HOW"				"Панама"	"8.9166666666667"	"-79.583333333333"	
"MPP"				"Панама"	"8.933"	"-77.733"	
"OZU"	"EGXU"			"Панама"	"7.5666666666667"	"-80.6"	
"TJC"	"KLBX"			"Панама"	"9.4166666666667"	"-78.483333333333"	
"UTU"				"Панама"	"9.117"	"-77.917"	
"ADC"	"KADC"			"Папуа - Новая Гвинея"	"46.450270"	"-95.210955"	
"AIH"	"OPKC"			"Папуа - Новая Гвинея"	"-7.35"	"141.26666666667"	
"AMG"				"Папуа - Новая Гвинея"	"-4.600"	"143.500"	
"AUI"				"Папуа - Новая Гвинея"	"-1.450"	"143.067"	
"AUV"	"EDXY"			"Папуа - Новая Гвинея"	"-5.7333333333333"	"148.5"	
"BIJ"	"KBIJ"			"Папуа - Новая Гвинея"	"-5.583"	"146.333"	
"BOT"				"Папуа - Новая Гвинея"	"-7.233"	"141.083"	
"BPK"	"KBPK"			"Папуа - Новая Гвинея"	"36.368942"	"-92.470528"	
"BSV"				"Папуа - Новая Гвинея"	"-7.241"	"141.092"	
"BUA"	"AYBK"			"Папуа - Новая Гвинея"	"-5.422317"	"154.672667"	
"BWP"				"Папуа - Новая Гвинея"	"-3.017"	"141.150"	
"BXZ"	"LEMG"			"Папуа - Новая Гвинея"	0	0	
"CMU"	"AYCH"			"Папуа - Новая Гвинея"	"-6.024292"	"144.970528"	
"CPI"	"MMVA"			"Папуа - Новая Гвинея"	-52	"-61.066666666667"	
"CPN"				"Папуа - Новая Гвинея"	"-10.167"	"148.367"	
"CVB"				"Папуа - Новая Гвинея"	"-4.800"	"144.700"	
"DBP"				"Папуа - Новая Гвинея"	"-6.300"	"141.900"	
"DGG"	"PADG"			"Папуа - Новая Гвинея"	"68.032111"	"-162.899194"	
"FAQ"	"NSFQ"			"Папуа - Новая Гвинея"	"-14.216110"	"-169.423549"	
"GAZ"	"KGAZ"			"Папуа - Новая Гвинея"	"-9.225556"	"152.944167"	
"GEI"				"Папуа - Новая Гвинея"	"-4.499167"	"154.225556"	
"GEW"				"Папуа - Новая Гвинея"	"-9.183"	"148.483"	
"GIC"	"YBOI"			"Папуа - Новая Гвинея"	"-9.233333"	"142.218333"	
"GMV"		"Моньюмент Вэлли"		"Папуа - Новая Гвинея"	"37.016667"	"-110.200685"	
"GOE"				"Папуа - Новая Гвинея"	"-5.533"	"151.567"	
"GUE"				"Папуа - Новая Гвинея"	"-3.583"	"141.583"	
"GUR"	"AYGN"			"Папуа - Новая Гвинея"	"-10.311531"	"150.333756"	
"GWN"				"Папуа - Новая Гвинея"	"-6.567"	"146.250"	
"HEO"				"Папуа - Новая Гвинея"	"-9.183"	"147.617"	
"HGU"	"AYMH"			"Папуа - Новая Гвинея"	"-5.826789"	"144.295861"	
"HKN"	"AYHK"			"Папуа - Новая Гвинея"	"-5.462169"	"150.404944"	
"HOC"				"Папуа - Новая Гвинея"	"-7.417"	"145.883"	
"IAU"				"Папуа - Новая Гвинея"	"-9.783"	"148.100"	
"ILX"				"Папуа - Новая Гвинея"	"-5.483"	"145.833"	
"IMN"				"Папуа - Новая Гвинея"	"-6.750"	"146.100"	
"KAK"				"Папуа - Новая Гвинея"	"-6.233"	"143.550"	
"KCJ"	"SPZO"			"Папуа - Новая Гвинея"	"-7.2166666666667"	"143.6"	
"KDQ"	"DGAA"			"Папуа - Новая Гвинея"	"-3.6166666666667"	"141.06666666667"	
"KNL"				"Папуа - Новая Гвинея"	"-6.000"	"147.483"	
"KPF"	"FACT"			"Папуа - Новая Гвинея"	"-10.2"	"149.7"	
"KPL"	"OAKB"			"Папуа - Новая Гвинея"	"-8.6333333333333"	"142.85"	
"KRU"				"Папуа - Новая Гвинея"	"-8.267"	"147.067"	
"KUW"	"RCTP"			"Папуа - Новая Гвинея"	"-7.4333333333333"	"143.1"	
"LAE"	"AYNZ"			"Папуа - Новая Гвинея"	"-6.569828"	"146.726242"	
"LNV"	"AYKY"			"Папуа - Новая Гвинея"	"-3.043611"	"152.628889"	
"LPN"	"WBKL"			"Папуа - Новая Гвинея"	"-6.5833333333333"	"146.45"	
"MAS"	"AYMO"			"Папуа - Новая Гвинея"	"-2.061888"	"147.424150"	
"MFZ"	"CWRN"			"Папуа - Новая Гвинея"	0	0	
"MGG"				"Папуа - Новая Гвинея"	"-5.967"	"143.350"	
"MIS"	"AYMS"			"Папуа - Новая Гвинея"	"-10.689167"	"152.838333"	
"MXH"	"AYMR"			"Папуа - Новая Гвинея"	"-6.363333"	"143.238056"	
"NBA"				"Папуа - Новая Гвинея"	"-6.233"	"145.233"	
"NDN"				"Папуа - Новая Гвинея"	"-9.133"	"147.683"	
"NGR"				"Папуа - Новая Гвинея"	"-5.667"	"141.133"	
"NIS"	"LYNI"			"Папуа - Новая Гвинея"	"-2.662500"	"151.998333"	
"NMN"				"Папуа - Новая Гвинея"	"-6.317"	"145.067"	
"OSG"				"Папуа - Новая Гвинея"	"-2.917"	"141.283"	
"PPX"				"Папуа - Новая Гвинея"	"-9.983"	"149.583"	
"PUI"				"Папуа - Новая Гвинея"	"-5.833"	"142.817"	
"RUU"				"Папуа - Новая Гвинея"	"-5.317"	"144.250"	
"SBC"				"Папуа - Новая Гвинея"	"-5.317"	"141.750"	
"SBE"				"Папуа - Новая Гвинея"	"-6.100"	"142.283"	
"SBR"	"YSII"			"Папуа - Новая Гвинея"	"-9.378333"	"142.625278"	
"SPV"				"Папуа - Новая Гвинея"	"-3.883"	"143.667"	
"SQT"	"NZSP"			"Папуа - Новая Гвинея"	"-9.6666666666667"	"150.8"	
"SWG"				"Папуа - Новая Гвинея"	"-6.133"	"147.267"	
"SWR"				"Папуа - Новая Гвинея"	"-4.517"	"153.050"	
"TCJ"	"DAAJ"			"Папуа - Новая Гвинея"	"-4.0166666666667"	"143.13333333333"	
"TCK"	"EDTN"			"Папуа - Новая Гвинея"	"-4.1"	"143.38333333333"	
"TDS"				"Папуа - Новая Гвинея"	0	0	
"TFB"	"RCTP"			"Папуа - Новая Гвинея"	"-5.1"	"141.46666666667"	
"URU"	"AGAT"			"Папуа - Новая Гвинея"	0	0	
"WBC"	"CYWK"			"Папуа - Новая Гвинея"	0	0	
"WGU"				"Папуа - Новая Гвинея"	"-6.833"	"146.800"	
"WUM"	"EDXQ"			"Папуа - Новая Гвинея"	0	0	
"WUV"				"Папуа - Новая Гвинея"	"-1.717"	"142.850"	
"XYR"				"Папуа - Новая Гвинея"	"-3.883"	"141.783"	
"ZEN"				"Папуа - Новая Гвинея"	"-6.950"	"146.600"	
"BFA"	"KBFA"			"Парагвай"	"45.165842"	"-84.924114"	
"OLK"	"ZMUL"			"Парагвай"	"-21.033333333333"	"-57.9"	
"PBT"	"NTAA"			"Парагвай"	"-20.716666666667"	"-57.983333333333"	
"PCJ"	"SCIP"			"Парагвай"	"-22.333333333333"	"-57.916666666667"	
"VMI"	"LOWW"			"Парагвай"	"-26.033333333333"	"-57.25"	
"ILQ"	"SPLO"			"Перу"	"-17.695036"	"-71.343964"	
"JIO"				"Перу"	"-11.283333333333"	"-74.433333333333"	
"MHC"	"MYEF"			"Перу"	"-15.116666666667"	"-73.75"	
"RIM"	"SPLN"			"Перу"	"-6.392308"	"-77.501217"	
"SYC"	"SPOV"			"Перу"	"-11.900"	"-69.167"	
"TCQ"	"SPTN"			"Перу"	"-18.053333"	"-70.275833"	
"TYL"	"SPYL"			"Перу"	"-4.576639"	"-81.254139"	
"UMI"	"SPIL"			"Перу"	"-13.233333"	"-70.753333"	
"HEY"	"KHEY"			"Польша"	"31.346000"	"-85.654333"	
"LOR"	"KLOR"			"Польша"	"31.355833"	"-85.751167"	
"NOL"	"SBPL"			"Польша"	"50.483333333333"	"21.45"	
"SZY"	"EPSY"			"Польша"	"53.481858"	"20.937692"	
"TWY"				"Польша"	"-7.450"	"146.100"	
"XYM"	"ZLXY"			"Польша"	"49.65"	"22.75"	
"ZTD"	"EHBK"			"Польша"	"50.35"	"21.383333333333"	
"CVU"	"LPCR"			"Португалия"	"39.671389"	"-31.116667"	
"FLW"	"LPFL"	"Санта-Круз"		"Португалия"	"39.455272"	"-31.131361"	
"FNC"	"LPMA"			"Португалия"	"32.697889"	"-16.774453"	
"GRW"	"LPGR"			"Португалия"	"39.092169"	"-28.029847"	
"HOR"	"LPHR"			"Португалия"	"38.519894"	"-28.715872"	
"OIA"	"PHNL"			"Португалия"	"41.416666666667"	"-8.0166666666667"	
"PDL"	"LPPD"			"Португалия"	"37.741184"	"-25.697870"	
"PIX"	"LPPI"			"Португалия"	"38.554333"	"-28.441333"	
"SJZ"	"LPSJ"			"Португалия"	"38.665500"	"-28.175817"	
"TER"	"LPLA"			"Португалия"	"38.761842"	"-27.090797"	
"ZTA"	"NTGY"			"Португалия"	"-20.770556"	"-138.568611"	
"ARE"	"TJAB"			"Пуэрто Рико"	"18.451111"	"-66.675556"	
"BQN"	"TJBQ"			"Пуэрто Рико"	"18.494861"	"-67.129444"	
"CPX"	"TJCP"			"Пуэрто Рико"	"18.313289"	"-65.304323"	
"DDP"				"Пуэрто Рико"	"18.450"	"-66.283"	
"FAJ"	"TJFA"			"Пуэрто Рико"	"18.308010"	"-65.661828"	
"HUC"				"Пуэрто Рико"	"18.150"	"-65.833"	
"MAZ"	"TJMZ"			"Пуэрто Рико"	"18.255694"	"-67.148472"	
"NRR"	"TJNR"			"Пуэрто Рико"	"18.24972222"	"-65.63555555"	
"PPD"				"Пуэрто Рико"	"18.2375"	"-66.369166666667"	
"PSE"	"TJPS"			"Пуэрто Рико"	"18.008306"	"-66.563028"	
"VQS"	"TJVQ"			"Пуэрто Рико"	"18.134811"	"-65.493617"	
"RUN"	"FMEE"			"Реюньон"	"-20.890000"	"55.516389"	
"ZSE"	"FMEP"			"Реюньон"	"-21.321667"	"55.425556"	
"KGL"	"HRYR"			"Руанда"	"-1.968628"	"30.139450"	
"HDR"	"OIKP"			"Румыния"	"27.158251"	"56.172461"	
"NRS"	"KNRS"			"Румыния"	"32.566667"	"-117.116667"	
"OZI"	"EGXU"			"Сальвадор"	"13.383333333333"	"-87.933333333333"	
"APW"	"NSFA"			"Самоа"	"-13.829667"	"-171.997167"	
"FGI"	"NSFI"			"Самоа"	"-13.848694"	"-171.740472"	
"MXS"	"NSMA"			"Самоа"	"-13.742222"	"-172.257778"	
"PCP"	"FPPR"			"Сан-Томе и Принсипи"	"1.662936"	"7.411742"	
"TMS"	"FPST"			"Сан-Томе и Принсипи"	"0.378175"	"6.712153"	
"ABT"	"OEBA"			"Саудовская Аравия"	"20.296139"	"41.634277"	
"AJF"	"OESK"	"Джуф"		"Саудовская Аравия"	"29.785133"	"40.100006"	
"AKH"	"OEPS"			"Саудовская Аравия"	"24.062700"	"47.580536"	
"DWD"	"OEDW"			"Саудовская Аравия"	"24.500"	"44.400"	
"ELQ"	"OEGS"			"Саудовская Аравия"	"26.302822"	"43.773911"	
"GIZ"	"OEGN"			"Саудовская Аравия"	"16.901111"	"42.585833"	
"HBD"	"DIAP"			"Саудовская Аравия"	"25.8"	"43.3"	
"HOF"	"OEAH"			"Саудовская Аравия"	"25.285306"	"49.485189"	
"KMC"	"OEKK"			"Саудовская Аравия"	"27.900917"	"45.528194"	
"KMX"	"OEKM"			"Саудовская Аравия"	"18.297286"	"42.803536"	
"MED"	"OEMA"			"Саудовская Аравия"	"24.553422"	"39.705061"	
"MTS"	"FDMS"			"Свазиленд"	"-26.529022"	"31.307519"	
"KUX"	"RKPC"			"Северная Корея"	"38.471666666667"	"126.0375"	
"SPN"	"PGSN"			"Северные Марианские острова"	"15.119001"	"145.729356"	
"TIQ"	"PGWT"			"Северные Марианские острова"	"14.999203"	"145.619350"	
"DEI"	"FSSD"			"Сейшельские о-ва"	"-3.802222"	"55.666944"	
"FRK"	"FSSF"			"Сейшельские о-ва"	"-4.583"	"55.950"	
"FSP"	"LFVP"			"Сен-Пьер и Микелон"	"46.763056"	"-56.174167"	
"BQU"	"TVSB"			"Сент-Винсент и Гренадины"	"12.988444"	"-61.262033"	
"CIW"	"TVSC"			"Сент-Винсент и Гренадины"	"12.699167"	"-61.342500"	
"CRU"	"TGPZ"			"Сент-Винсент и Гренадины"	"12.476944"	"-61.472222"	
"SVD"	"TVSV"			"Сент-Винсент и Гренадины"	"13.144444"	"-61.210833"	
"NEV"	"TKPN"	"Ньюкасл"		"Сент-Китс и Невис"	"17.205642"	"-62.594003"	
"SKB"	"TKPK"			"Сент-Китс и Невис"	"17.311389"	"-62.718611"	
"SLU"	"TLPC"			"Сент-Люсия"	"14.020000"	"-60.993056"	
"UVF"	"TLPL"			"Сент-Люсия"	"13.732222"	"-60.951944"	
"PRN"	"BKPR"			"Сербия"	"42.572778"	"21.035833"	
"UZC"	"LYUZ"			"Сербия"	"43.898889"	"19.697500"	
"XYX"	"SNXQ"			"Сербия"	"45.470555555556"	"19.705833333333"	
"DEZ"	"OSDZ"			"Сирия"	"35.285374"	"40.175961"	
"POV"	"LZPW"			"Словакия"	"49.029720"	"21.315556"	
"ANH"				"Соломоновы острова"	"-8.983"	"160.500"	
"BPF"	"AGBT"			"Соломоновы острова"	"-8.561667"	"158.119167"	
"GTA"				"Соломоновы острова"	"-8.750"	"158.200"	
"HIR"	"AGGH"			"Соломоновы острова"	"-9.428000"	"160.054789"	
"KWS"				"Соломоновы острова"	"-8.367"	"160.783"	
"MUA"	"AGGM"			"Соломоновы острова"	"-8.327968"	"157.263092"	
"NAZ"	"OINZ"			"Соломоновы острова"	"-10.783333333333"	"162.3"	
"ONE"				"Соломоновы острова"	"-9.167"	"161.067"	
"OTV"				"Соломоновы острова"	"-5.3333333333333"	"159.5"	
"RNL"	"AGGR"			"Соломоновы острова"	"-11.533889"	"160.063333"	
"RUS"	"AGGU"			"Соломоновы острова"	"-9.861667"	"160.825278"	
"SCZ"	"AGGL"			"Соломоновы острова"	"-10.720278"	"165.795000"	
"TLG"				"Соломоновы острова"	"-9.100"	"160.150"	
"XYA"	"AGGY"			"Соломоновы острова"	"-9.083"	"159.217"	
"BXX"				"Сомали"	"9.933"	"43.150"	
"HCM"	"HCME"			"Сомали"	"7.917"	"49.800"	
"AAD"	"TVSV"			"Судан"	"17.592777777778"	"33.959166666667"	
"EDB"	"HSDB"			"Судан"	"18.024998"	"30.958334"	
"EGN"	"HSGN"			"Судан"	"13.481667"	"22.467222"	
"GBU"	"HSKG"			"Судан"	"14.925"	"35.878"	
"HGI"	"MDPC"			"Судан"	"53.966666666667"	"113.76666666667"	
"VPY"	"FQCH"			"Судан"	"-19.151267"	"33.428958"	
"WWG"	"PWAK"			"Судан"	"16.233333333333"	"32.604166666667"	
"ICK"	"SMNI"			"Суринам"	"5.955556"	"-57.039444"	
"MOJ"	"SMMO"			"Суринам"	"5.607500"	"-54.400000"	
"ORG"	"SMZO"			"Суринам"	"5.811083"	"-55.190744"	
"PBM"	"SMJP"			"Суринам"	"5.452831"	"-55.187783"	
"SMZ"	"SMST"			"Суринам"	"4.351"	"-54.418"	
"AAF"	"KAAF"			"США"	"29.727607"	"-85.027442"	
"AAP"	"BGAG"			"США"	"72.886944"	"-55.596111"	
"ABI"	"KABI"			"США"	"32.411306"	"-99.681889"	
"ABL"	"PAFM"	"Амблер"		"США"	"67.106314"	"-157.857472"	
"ABR"	"KABR"			"США"	"45.449056"	"-98.421833"	
"ACB"	"KACB"			"США"	"44.988576"	"-85.198355"	
"ACK"	"KACK"			"США"	"41.253111"	"-70.060306"	
"ACV"	"KACV"			"США"	"40.978111"	"-124.108611"	
"ADG"	"KADG"			"США"	"41.867674"	"-84.077306"	
"ADK"	"PADK"			"США"	"51.877964"	"-176.646031"	
"ADQ"	"PADQ"			"США"	"57.749968"	"-152.493855"	
"ADR"	"KPHH"			"США"	"33.451700"	"-79.526177"	
"ADW"	"KADW"			"США"	"38.810833"	"-76.867000"	
"AED"	"KTDO"			"США"	"58.03333333"	"-152.9"	
"AET"	"PFAL"			"США"	"66.551833"	"-152.622167"	
"AEX"	"KAEX"	"Александрия международный"		"США"	"31.327372"	"-92.548556"	
"AFN"	"KAFN"			"США"	"42.805134"	"-72.003022"	
"AFW"	"KAFW"			"США"	"32.987639"	"-97.318806"	
"AGN"	"PAGN"	"Ангун"		"США"	"57.503555"	"-134.585094"	
"AGO"	"KAGO"			"США"	"33.227468"	"-93.216992"	
"AGS"	"KAGS"			"США"	"33.369943"	"-81.964500"	
"AHH"	"KAHH"			"США"	"45.281148"	"-92.375392"	
"AIA"	"KAIA"	"Альянс"		"США"	"42.053222"	"-102.803778"	
"AIB"	"KGRK"	"Анита Бэй"		"США"	"56.233333333333"	"-132.38333333333"	
"AID"	"KAID"			"США"	"40.108611"	"-85.613000"	
"AIK"	"KAIK"			"США"	"33.649376"	"-81.685036"	
"AIN"	"PAWI"			"США"	"70.638000"	"-159.994750"	
"AIO"	"KAIO"			"США"	"41.403833"	"-95.048750"	
"AIV"	"KAIV"			"США"	"33.106465"	"-88.197792"	
"AIZ"	"KAIZ"			"США"	"38.096035"	"-92.549488"	
"AKB"	"PAAK"			"США"	"52.220586"	"-174.206183"	
"AKI"	"PFAK"			"США"	"60.902889"	"-161.230583"	
"AKK"	"PAKH"			"США"	"56.938691"	"-154.182556"	
"AKN"	"PAKN"			"США"	"58.676493"	"-156.648691"	
"AKP"	"PAKP"			"США"	"68.133597"	"-151.743342"	
"ALE"				"США"	"30.384222"	"-103.683583"	
"ALI"	"KALI"			"США"	"27.740889"	"-98.026944"	
"ALN"	"KALN"	"Альтон"		"США"	"38.889917"	"-90.045989"	
"ALW"	"KALW"			"США"	"46.094778"	"-118.289000"	
"ALX"	"KALX"			"США"	"32.914744"	"-85.962956"	
"ALZ"	"KALZ"			"США"	"56.899487"	"-154.247847"	
"AMA"	"KAMA"			"США"	"35.219361"	"-101.705917"	
"AMN"	"KAMN"			"США"	"43.322139"	"-84.687944"	
"AMW"	"KAMW"	"Амес"		"США"	"41.992056"	"-93.621833"	
"ANB"	"KANB"			"США"	"33.588167"	"-85.858111"	
"AND"	"KAND"	"Андерсон"		"США"	"34.494583"	"-82.709389"	
"ANI"	"PANI"			"США"	"61.581597"	"-159.543043"	
"ANN"	"PANT"			"США"	"55.042437"	"-131.572232"	
"ANV"	"PANV"			"США"	"62.647328"	"-160.190067"	
"ANW"	"KANW"			"США"	"42.579228"	"-99.992967"	
"ANY"	"KANY"			"США"	"37.158522"	"-98.079647"	
"AOO"	"KAOO"	"Мартинсбург"		"США"	"40.296361"	"-78.320028"	
"AOS"	"HTDA"			"США"	"57.466666666667"	"-153.83333333333"	
"APG"	"KAPG"			"США"	"39.466219"	"-76.168808"	
"APH"	"KAPH"			"США"	"38.068833"	"-77.318333"	
"APN"	"KAPN"			"США"	"45.078083"	"-83.560306"	
"AQY"	"KAQY"			"США"	"60.966096"	"-149.125789"	
"ARA"	"KARA"			"США"	"30.037758"	"-91.883896"	
"ARB"	"KARB"			"США"	"42.222984"	"-83.745607"	
"ARC"	"PARC"			"США"	"68.114669"	"-145.579415"	
"ARG"	"KARG"			"США"	"36.124667"	"-90.925111"	
"ART"	"KART"			"США"	"43.991917"	"-76.021750"	
"ARV"	"KARV"			"США"	"45.927917"	"-89.730944"	
"ARX"	"OIHR"			"США"	"40.219444444444"	"-74.09"	
"ASH"	"KASH"			"США"	"42.781750"	"-71.514778"	
"AST"	"KAST"			"США"	"46.157972"	"-123.878694"	
"ASY"	"KASY"			"США"	"46.023863"	"-99.352614"	
"ATE"	"KATE"			"США"	"34.192601"	"-95.649859"	
"ATK"	"PATQ"			"США"	"70.467276"	"-157.435736"	
"ATL"	"KATL"			"США"	"33.636720"	"-84.428066"	
"ATS"	"KATS"			"США"	"32.852528"	"-104.467686"	
"ATT"				"США"	"60.866746"	"-162.273139"	
"ATU"	"PAAT"			"США"	"52.832542"	"173.175554"	
"ATY"	"KATY"			"США"	"44.913972"	"-97.154722"	
"AUG"	"KAUG"			"США"	"44.320650"	"-69.797318"	
"AUK"	"PAUK"			"США"	"62.680044"	"-164.659925"	
"AUW"	"KAUW"			"США"	"44.926285"	"-89.627002"	
"AUZ"	"KARR"			"США"	"41.771917"	"-88.475667"	
"AVL"	"KAVL"			"США"	"35.436194"	"-82.541806"	
"AVO"	"KAVO"			"США"	"27.591300"	"-81.528967"	
"AVP"	"KAVP"			"США"	"41.338472"	"-75.723389"	
"AVX"	"KAVX"			"США"	"33.404997"	"-118.415769"	
"AWM"	"KAWM"			"США"	"35.135059"	"-90.234446"	
"AXB"	"KAXB"	"Александрия Бэй"		"США"	"44.316717"	"-75.899673"	
"AXG"	"KAXA"	"Алгона"		"США"	"43.077911"	"-94.271993"	
"AXS"	"KAXS"			"США"	"34.698806"	"-99.338472"	
"AXV"	"KAXV"			"США"	"40.493556"	"-84.298083"	
"AXX"	"KAXX"			"США"	"36.422000"	"-105.289905"	
"AYS"	"KAYS"			"США"	"31.248397"	"-82.395395"	
"AYZ"	"WRTA"			"США"	"40.666666666667"	"-73.416666666667"	
"BAB"	"KBAB"			"США"	"39.136089"	"-121.436567"	
"BAF"	"KBAF"			"США"	"42.157947"	"-72.715875"	
"BAM"	"KBAM"			"США"	"40.599046"	"-116.874336"	
"BBB"	"KBBB"			"США"	"45.331917"	"-95.650583"	
"BBD"	"KBBD"			"США"	"31.179278"	"-99.323917"	
"BBF"	"KHBG"			"США"	"42.5"	"-71.183333333333"	
"BBW"	"KBBW"			"США"	"41.436451"	"-99.642169"	
"BBX"	"KLOM"			"США"	"40.137556"	"-75.265139"	
"BCB"	"KBCB"			"США"	"37.207639"	"-80.407833"	
"BCC"	"KBCC"			"США"	"63.571609"	"-156.144051"	
"BCE"	"KBCE"			"США"	"37.706444"	"-112.145806"	
"BCJ"	"SCIP"			"США"	"37.966666666667"	"-105.76666666667"	
"BCS"				"США"	"29.866039"	"-90.022293"	
"BDE"	"KBDE"			"США"	"48.728444"	"-94.612222"	
"BDF"	"KBDF"			"США"	"41.230871"	"-89.615652"	
"BDG"	"KBDG"			"США"	"37.583337"	"-109.483289"	
"BDL"	"KBDL"			"США"	"41.938889"	"-72.683222"	
"BDR"	"KBDR"			"США"	"41.163472"	"-73.126167"	
"BDX"	"KBDX"			"США"	"45.433325"	"-105.417213"	
"BDY"	"KBDY"			"США"	"43.086472"	"-124.407861"	
